Location,Count Date,Day,24 Hr. Total Vol.
PIONEER BOULEVARD N/O ORANGE DRIVE,03/22/2016 12:00:00 AM,Tue,1524
ADMIRALTY WAY N/O FIJI WAY,03/22/2016 12:00:00 AM,Tue,3408
BROADWAY W/O ELMORE AVENUE,03/22/2016 12:00:00 AM,Tue,4898
FIJI WAY W/O ADMIRALTY WAY,03/23/2016 12:00:00 AM,Wed,1247
4TH STREET E/O DITMAN AVENUE,03/23/2016 12:00:00 AM,Wed,1393
ADMIRALTY WAY N/O FIJI WAY,03/23/2016 12:00:00 AM,Wed,3552
HENDRICKS AVENUE S/O NORTHSIDE DRIVE,03/23/2016 12:00:00 AM,Wed,4434
ARROW HIGHWAY E/O BONITA AVENUE,03/23/2016 12:00:00 AM,Wed,24256
ARROW HIGHWAY E/O CERRITOS AVENUE,03/23/2016 12:00:00 AM,Wed,26772
ARROW HIGHWAY E/O AZUSA AVENUE,03/23/2016 12:00:00 AM,Wed,27754
ARROW HIGHWAY E/O CITRUS AVENUE,03/23/2016 12:00:00 AM,Wed,28049
ARROW HIGHWAY E/O VINCENT AVENUE,03/23/2016 12:00:00 AM,Wed,28084
ARROW HIGHWAY E/O LARK ELLEN AVENUE,03/23/2016 12:00:00 AM,Wed,29632
VIA CAMPO W/O HILLVIEW AVENUE,03/24/2016 12:00:00 AM,Thu,488
GRAND AVENUE S/O ARROW HIGHWAY,03/24/2016 12:00:00 AM,Thu,25871
GRAND AVENUE N/O EDNA PLACE,03/24/2016 12:00:00 AM,Thu,31968
VIA CAMPO W/O HILLVIEW AVENUE,03/25/2016 12:00:00 AM,Fri,550
GRAND AVENUE S/O ARROW HIGHWAY,03/25/2016 12:00:00 AM,Fri,26122
GRAND AVENUE N/O EDNA PLACE,03/25/2016 12:00:00 AM,Fri,31874
VIA CAMPO W/O HILLVIEW AVENUE,03/26/2016 12:00:00 AM,Sat,441
GRAND AVENUE S/O ARROW HIGHWAY,03/26/2016 12:00:00 AM,Sat,21880
GRAND AVENUE N/O EDNA PLACE,03/26/2016 12:00:00 AM,Sat,26746
VIA CAMPO W/O HILLVIEW AVENUE,03/27/2016 12:00:00 AM,Sun,319
GRAND AVENUE S/O ARROW HIGHWAY,03/27/2016 12:00:00 AM,Sun,17416
GRAND AVENUE N/O EDNA PLACE,03/27/2016 12:00:00 AM,Sun,20957
CALAVERAS STREET W/O OLIVERAS AVENUE,03/28/2016 12:00:00 AM,Mon,1781
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/28/2016 12:00:00 AM,Mon,1806
BRIGGS AVENUE S/O PANORAMA DRIVE,03/28/2016 12:00:00 AM,Mon,5298
MONTROSE AVENUE E/O OCEAN VIEW BOULEVARD,03/28/2016 12:00:00 AM,Mon,13027
VICTORIA LANE E/O PUGET WAY,03/29/2016 12:00:00 AM,Tue,92
VICTORIA LANE W/O PUGET WAY,03/29/2016 12:00:00 AM,Tue,470
AVENUE M-4 E/O 50TH STREET WEST,03/29/2016 12:00:00 AM,Tue,852
CALAVERAS STREET W/O OLIVERAS AVENUE,03/29/2016 12:00:00 AM,Tue,1887
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/29/2016 12:00:00 AM,Tue,1929
BOUQUET CANYON ROAD N/O MM 1.96,03/29/2016 12:00:00 AM,Tue,2358
AVENUE L-8 W/O 47TH STREET WEST,03/29/2016 12:00:00 AM,Tue,3169
BRIGGS AVENUE S/O PANORAMA DRIVE,03/29/2016 12:00:00 AM,Tue,5618
MONTROSE AVENUE E/O OCEAN VIEW BOULEVARD,03/29/2016 12:00:00 AM,Tue,13950
VICTORIA LANE E/O PUGET WAY,03/30/2016 12:00:00 AM,Wed,103
VICTORIA LANE W/O PUGET WAY,03/30/2016 12:00:00 AM,Wed,458
AVENUE M-4 E/O 50TH STREET WEST,03/30/2016 12:00:00 AM,Wed,953
CALAVERAS STREET W/O OLIVERAS AVENUE,03/30/2016 12:00:00 AM,Wed,1968
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/30/2016 12:00:00 AM,Wed,1991
BOUQUET CANYON ROAD N/O MM 1.96,03/30/2016 12:00:00 AM,Wed,2414
AVENUE L-8 W/O 47TH STREET WEST,03/30/2016 12:00:00 AM,Wed,3099
106TH STREET W/O FELTON AVENUE,03/31/2016 12:00:00 AM,Thu,315
109TH STREET W/O BUFORD AVENUE,03/31/2016 12:00:00 AM,Thu,376
122ND STREET E/O GRANDEE AVENUE,03/31/2016 12:00:00 AM,Thu,387
110TH STREET W/O BUFORD AVENUE,03/31/2016 12:00:00 AM,Thu,416
122ND STREET E/O DEFIANCE AVENUE,03/31/2016 12:00:00 AM,Thu,420
LANNING DRIVE W/O MARYKNOLL AVENUE,03/31/2016 12:00:00 AM,Thu,472
121ST STREET W/O MCKINLEY AVENUE,03/31/2016 12:00:00 AM,Thu,504
TOWNE AVENUE S/O 129TH STREET,03/31/2016 12:00:00 AM,Thu,618
111TH PLACE W/O BUFORD AVENUE,03/31/2016 12:00:00 AM,Thu,707
129TH STREET W/O TOWNE AVENUE,03/31/2016 12:00:00 AM,Thu,720
LANNING DRIVE E/O FIREBIRD AVENUE,03/31/2016 12:00:00 AM,Thu,724
97TH STREET W/O BUDLONG AVENUE,03/31/2016 12:00:00 AM,Thu,772
104TH STREET E/O REDFERN AVENUE,03/31/2016 12:00:00 AM,Thu,860
129TH STREET W/O AVALON BOULEVARD,03/31/2016 12:00:00 AM,Thu,890
99TH STREET E/O NORMANDIE AVENUE,03/31/2016 12:00:00 AM,Thu,1101
HOBART BOULEVARD N/O 113TH STREET,03/31/2016 12:00:00 AM,Thu,1267
BUFORD AVENUE N/O 111TH STREET,03/31/2016 12:00:00 AM,Thu,1540
CALAVERAS STREET W/O OLIVERAS AVENUE,03/31/2016 12:00:00 AM,Thu,1627
CALAVERAS STREET W/O SANTA ANITA AVENUE,03/31/2016 12:00:00 AM,Thu,1665
FELTON AVENUE S/O 104TH STREET,03/31/2016 12:00:00 AM,Thu,1808
LENNOX BOULEVARD E/O FELTON AVENUE,03/31/2016 12:00:00 AM,Thu,8171
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,03/31/2016 12:00:00 AM,Thu,10261
GOLDEN VALLEY ROAD E/O CHERYL LANE,03/31/2016 12:00:00 AM,Thu,10605
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,03/31/2016 12:00:00 AM,Thu,10610
CALAVERAS STREET W/O OLIVERAS AVENUE,04/01/2016 12:00:00 AM,Fri,2235
CALAVERAS STREET W/O SANTA ANITA AVENUE,04/01/2016 12:00:00 AM,Fri,2289
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,04/01/2016 12:00:00 AM,Fri,10483
GOLDEN VALLEY ROAD E/O CHERYL LANE,04/01/2016 12:00:00 AM,Fri,10751
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,04/01/2016 12:00:00 AM,Fri,10764
CALAVERAS STREET W/O OLIVERAS AVENUE,04/02/2016 12:00:00 AM,Sat,1616
CALAVERAS STREET W/O SANTA ANITA AVENUE,04/02/2016 12:00:00 AM,Sat,1637
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,04/02/2016 12:00:00 AM,Sat,8611
GOLDEN VALLEY ROAD E/O CHERYL LANE,04/02/2016 12:00:00 AM,Sat,8783
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,04/02/2016 12:00:00 AM,Sat,8822
CALAVERAS STREET W/O OLIVERAS AVENUE,04/03/2016 12:00:00 AM,Sun,1227
CALAVERAS STREET W/O SANTA ANITA AVENUE,04/03/2016 12:00:00 AM,Sun,1249
GOLDEN VALLEY ROAD E/O HOLLY DRIVE,04/03/2016 12:00:00 AM,Sun,7146
GOLDEN VALLEY ROAD E/O SAMANTHA COURT,04/03/2016 12:00:00 AM,Sun,7266
GOLDEN VALLEY ROAD E/O CHERYL LANE,04/03/2016 12:00:00 AM,Sun,7356
CALAVERAS STREET W/O OLIVERAS AVENUE,04/04/2016 12:00:00 AM,Mon,2057
BINNEY STREET E/O GLENELDER AVENUE,04/05/2016 12:00:00 AM,Tue,381
SAGECREST CIRCLE W/O CORIANDER COURT,04/05/2016 12:00:00 AM,Tue,437
SAGECREST CIRCLE W/O CHICORY COURT,04/05/2016 12:00:00 AM,Tue,465
SAGECREST CIRCLE W/O BRACKEN LANE,04/05/2016 12:00:00 AM,Tue,475
BINNEY STREET W/O BARFORD AVENUE,04/05/2016 12:00:00 AM,Tue,567
FIELDGATE AVENUE S/O SHADYBEND DRIVE,04/05/2016 12:00:00 AM,Tue,581
FAIRFIELD STREET E/O SERVER AVENUE,04/05/2016 12:00:00 AM,Tue,605
CHARLEMONT AVENUE S/O DENLEY STREET,04/05/2016 12:00:00 AM,Tue,699
KAVENAGH LANE W/O CARROLL LANE,04/05/2016 12:00:00 AM,Tue,820
KAVENAGH LANE W/O CARROLL LANE,04/05/2016 12:00:00 AM,Tue,820
MANHATTAN PLACE S/O THOREAU STREET,04/05/2016 12:00:00 AM,Tue,882
SAGECREST CIRCLE W/O SARGASSO COURT,04/05/2016 12:00:00 AM,Tue,1009
SAGECREST CIRCLE W/O HAZELCREST LANE,04/05/2016 12:00:00 AM,Tue,1302
DELTA STREET S/O BROADWAY,04/05/2016 12:00:00 AM,Tue,1367
CALAVERAS STREET W/O OLIVERAS AVENUE,04/05/2016 12:00:00 AM,Tue,2023
KAVENAGH LANE W/O SINGER PLACE,04/05/2016 12:00:00 AM,Tue,2311
KAVENAGH LANE W/O SINGER PLACE,04/05/2016 12:00:00 AM,Tue,2311
ROUSSEAU LANE W/O PASCAL PLACE,04/05/2016 12:00:00 AM,Tue,2368
MANHATTAN PLACE S/O LOHENGRIN STREET,04/05/2016 12:00:00 AM,Tue,3480
KAVENAGH LANE E/O OHARA LANE,04/05/2016 12:00:00 AM,Tue,3495
KAVENAGH LANE E/O OHARA LANE,04/05/2016 12:00:00 AM,Tue,3495
111TH STREET E/O LARCH AVENUE,04/05/2016 12:00:00 AM,Tue,3846
LA MIRADA BOULEVARD S/O COLIMA ROAD,04/05/2016 12:00:00 AM,Tue,15271
LA MIRADA BOULEVARD S/O MULBERRY DRIVE,04/05/2016 12:00:00 AM,Tue,22295
LA MIRADA BOULEVARD N/O LEFFINGWELL ROAD,04/05/2016 12:00:00 AM,Tue,22357
AMAR ROAD E/O SUNSET AVENUE,04/05/2016 12:00:00 AM,Tue,27223
ALAMEDA STREET N/O 115TH STREET,04/05/2016 12:00:00 AM,Tue,29103
ALAMEDA STREET N/O 115TH STREET,04/05/2016 12:00:00 AM,Tue,29103
SAGECREST CIRCLE W/O CORIANDER COURT,04/06/2016 12:00:00 AM,Wed,404
SAGECREST CIRCLE W/O BRACKEN LANE,04/06/2016 12:00:00 AM,Wed,423
SAGECREST CIRCLE W/O CHICORY COURT,04/06/2016 12:00:00 AM,Wed,472
KAYDEL DRIVE N/O MARDEL AVENUE,04/06/2016 12:00:00 AM,Wed,526
WESTSIDE DRIVE S/O OLYMPIC BOULEVARD,04/06/2016 12:00:00 AM,Wed,546
SAGECREST CIRCLE W/O SARGASSO COURT,04/06/2016 12:00:00 AM,Wed,965
KAYDEL ROAD N/O KATHLEEN STREET,04/06/2016 12:00:00 AM,Wed,1001
SAGECREST CIRCLE W/O HAZELCREST LANE,04/06/2016 12:00:00 AM,Wed,1226
KATHLEEN STREET E/O KELLA AVENUE,04/06/2016 12:00:00 AM,Wed,1600
CALAVERAS STREET W/O OLIVERAS AVENUE,04/06/2016 12:00:00 AM,Wed,2121
PUENTE AVENUE S/O SAUDER STREET,04/06/2016 12:00:00 AM,Wed,17602
ALAMEDA STREET N/O 110TH STREET (E),04/06/2016 12:00:00 AM,Wed,29044
RICHFORD AVENUE N/O JEANNIE DRIVE,04/07/2016 12:00:00 AM,Thu,364
CALORA STREET W/O BANNA AVENUE,04/07/2016 12:00:00 AM,Thu,427
BUDLONG AVENUE Volume DESFORD STREET,04/07/2016 12:00:00 AM,Thu,660
BANNA AVENUE N/O CALORA STREET,04/07/2016 12:00:00 AM,Thu,708
BANNA AVENUE S/O CALORA STREET,04/07/2016 12:00:00 AM,Thu,749
SAM GERRY DRIVE W/O RIMGROVE DRIVE,04/07/2016 12:00:00 AM,Thu,896
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/07/2016 12:00:00 AM,Thu,1497
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/07/2016 12:00:00 AM,Thu,1597
ARMSTEAD STREET W/O GALANTO AVENUE,04/07/2016 12:00:00 AM,Thu,1912
CALAVERAS STREET W/O OLIVERAS AVENUE,04/07/2016 12:00:00 AM,Thu,2156
BUDLONG AVENUE Volume DESFORD STREET,04/08/2016 12:00:00 AM,Fri,756
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/08/2016 12:00:00 AM,Fri,1514
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/08/2016 12:00:00 AM,Fri,1625
CALAVERAS STREET W/O OLIVERAS AVENUE,04/08/2016 12:00:00 AM,Fri,2272
BUDLONG AVENUE Volume DESFORD STREET,04/09/2016 12:00:00 AM,Sat,568
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/09/2016 12:00:00 AM,Sat,632
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/09/2016 12:00:00 AM,Sat,712
CALAVERAS STREET W/O OLIVERAS AVENUE,04/09/2016 12:00:00 AM,Sat,1485
BUDLONG AVENUE Volume DESFORD STREET,04/10/2016 12:00:00 AM,Sun,457
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,04/10/2016 12:00:00 AM,Sun,728
PAULHAN STREET W/O DOMINGUEZ HILLS DRIVE,04/10/2016 12:00:00 AM,Sun,749
CALAVERAS STREET W/O OLIVERAS AVENUE,04/10/2016 12:00:00 AM,Sun,1174
MADISON AVENUE N/O WOODBURY ROAD,04/12/2016 12:00:00 AM,Tue,335
WAPELLO STREET W/O MARENGO AVENUE,04/12/2016 12:00:00 AM,Tue,838
PALM STREET W/O THURIN AVENUE,04/12/2016 12:00:00 AM,Tue,904
LARCH AVENUE N/O 111TH STREET,04/12/2016 12:00:00 AM,Tue,1173
REDFERN AVENUE S/O LENNOX BOULEVARD (S),04/12/2016 12:00:00 AM,Tue,1247
FREEMAN AVENUE N/O 111TH STREET,04/12/2016 12:00:00 AM,Tue,1808
FIGUEROA DRIVE E/O WINDSOR AVENUE,04/12/2016 12:00:00 AM,Tue,2527
LA CRESCENTA AVENUE S/O FRANCES AVENUE,04/12/2016 12:00:00 AM,Tue,2668
LA CRESCENTA AVENUE N/O EL CAMINITO,04/12/2016 12:00:00 AM,Tue,4511
BRIGGS AVENUE S/O LOS AMIGOS STREET,04/12/2016 12:00:00 AM,Tue,5958
WOODBURY ROAD E/O CASITAS AVENUE,04/12/2016 12:00:00 AM,Tue,17432
RAYMOND LANE S/O SACRAMENTO STREET,04/13/2016 12:00:00 AM,Wed,265
MOUNT CURVE AVENUE E/O LAKE AVENUE,04/13/2016 12:00:00 AM,Wed,267
MAIDEN LANE W/O MOUNT LOWE DRIVE,04/13/2016 12:00:00 AM,Wed,314
PORTER AVENUE S/O ALTADENA DRIVE,04/13/2016 12:00:00 AM,Wed,378
MARIPOSA STREET W/O MAIDEN LANE,04/13/2016 12:00:00 AM,Wed,702
MAIDEN LANE W/O DOLORES DRIVE (W),04/13/2016 12:00:00 AM,Wed,1393
PALM AVENUE W/O RIDLEY AVENUE,04/14/2016 12:00:00 AM,Thu,4837
PALM AVENUE W/O RIDLEY AVENUE,04/15/2016 12:00:00 AM,Fri,4961
PALM AVENUE W/O RIDLEY AVENUE,04/16/2016 12:00:00 AM,Sat,3532
PALM AVENUE W/O RIDLEY AVENUE,04/17/2016 12:00:00 AM,Sun,3508
PALM AVENUE W/O RIDLEY AVENUE,04/18/2016 12:00:00 AM,Mon,4741
PROSPECT AVENUE E/O PENNSYLVANIA AVENUE (N),04/19/2016 12:00:00 AM,Tue,386
BRIGGS AVENUE S/O PROSPECT AVENUE,04/19/2016 12:00:00 AM,Tue,1698
MONTROSE AVENUE W/O BRIGGS AVENUE,04/19/2016 12:00:00 AM,Tue,8637
MONTROSE AVENUE W/O MIRA VISTA AVENUE,04/19/2016 12:00:00 AM,Tue,11663
FOOTHILL BOULEVARD E/O CLOUD AVENUE,04/19/2016 12:00:00 AM,Tue,24918
CALAVERAS STREET E/O FAIR OAKS AVENUE,04/20/2016 12:00:00 AM,Wed,2053
OCEAN VIEW BOULEVARD S/O MONTROSE AVENUE,04/20/2016 12:00:00 AM,Wed,12891
FAIR OAKS AVENUE S/O CALAVERAS STREET,04/20/2016 12:00:00 AM,Wed,13359
FAIR OAKS AVENUE N/O CALAVERAS STREET,04/20/2016 12:00:00 AM,Wed,13719
OCEAN VIEW BOULEVARD S/O BARTON LANE (1),04/20/2016 12:00:00 AM,Wed,17617
HUMPHREYS AVENUE N/O 4TH STREET,04/21/2016 12:00:00 AM,Thu,2731
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/21/2016 12:00:00 AM,Thu,5136
LOS ROBLES AVENUE W/O 9TH AVENUE,04/21/2016 12:00:00 AM,Thu,5500
LOS ROBLES AVENUE W/O JANLU AVENUE,04/21/2016 12:00:00 AM,Thu,8499
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/22/2016 12:00:00 AM,Fri,5410
LOS ROBLES AVENUE W/O 9TH AVENUE,04/22/2016 12:00:00 AM,Fri,5656
LOS ROBLES AVENUE W/O JANLU AVENUE,04/22/2016 12:00:00 AM,Fri,8704
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/23/2016 12:00:00 AM,Sat,3928
LOS ROBLES AVENUE W/O 9TH AVENUE,04/23/2016 12:00:00 AM,Sat,3933
LOS ROBLES AVENUE W/O JANLU AVENUE,04/23/2016 12:00:00 AM,Sat,5814
LOS ROBLES AVENUE W/O RIDLEY AVENUE,04/24/2016 12:00:00 AM,Sun,2958
LOS ROBLES AVENUE W/O 9TH AVENUE,04/24/2016 12:00:00 AM,Sun,2983
LOS ROBLES AVENUE W/O JANLU AVENUE,04/24/2016 12:00:00 AM,Sun,4515
SAN PASQUAL STREET E/O LOTUS AVENUE,04/28/2016 12:00:00 AM,Thu,1880
SAN PASQUAL STREET W/O LOTUS AVENUE,04/28/2016 12:00:00 AM,Thu,2022
FLORENCE AVENUE W/O SEVILLE AVENUE,04/28/2016 12:00:00 AM,Thu,28815
FLORENCE AVENUE W/O GRAHAM AVENUE,04/28/2016 12:00:00 AM,Thu,30105
FLORENCE AVENUE W/O HOLMES AVENUE,04/28/2016 12:00:00 AM,Thu,30183
FLORENCE AVENUE W/O HOOPER AVENUE,04/28/2016 12:00:00 AM,Thu,33058
FLORENCE AVENUE W/O CALIFORNIA AVENUE (W),04/28/2016 12:00:00 AM,Thu,36367
FLORENCE AVENUE W/O HOOPER AVENUE,04/29/2016 12:00:00 AM,Fri,36662
FLORENCE AVENUE W/O CALIFORNIA AVENUE (W),04/29/2016 12:00:00 AM,Fri,39058
FLORENCE AVENUE W/O HOOPER AVENUE,04/30/2016 12:00:00 AM,Sat,35481
FLORENCE AVENUE W/O CALIFORNIA AVENUE (W),04/30/2016 12:00:00 AM,Sat,36705
FLORENCE AVENUE W/O HOOPER AVENUE,05/01/2016 12:00:00 AM,Sun,31183
FLORENCE AVENUE W/O CALIFORNIA AVENUE (W),05/01/2016 12:00:00 AM,Sun,31828
FLORENCE AVENUE W/O BEAR AVENUE (W),05/03/2016 12:00:00 AM,Tue,30220
FLORENCE AVENUE W/O WALKER AVENUE,05/03/2016 12:00:00 AM,Tue,31697
FLORENCE AVENUE W/O SCOUT AVENUE,05/03/2016 12:00:00 AM,Tue,34844
FLORENCE AVENUE W/O EL SELINDA AVENUE,05/03/2016 12:00:00 AM,Tue,38016
FLORENCE AVENUE W/O WILEY BURKE AVENUE,05/03/2016 12:00:00 AM,Tue,41049
PIUMA ROAD E/O COLD CANYON ROAD,05/04/2016 12:00:00 AM,Wed,455
COLD CANYON ROAD N/O WONDERVIEW DRIVE,05/04/2016 12:00:00 AM,Wed,1250
FERNWOOD PACIFIC DRIVE N/O SUNSET TRAIL,05/04/2016 12:00:00 AM,Wed,1590
KANAN ROAD S/O SILVER CREEK ROAD,05/04/2016 12:00:00 AM,Wed,16736
MARGARET AVENUE S/O 6TH STREET,05/09/2016 12:00:00 AM,Mon,1222
MARGARET AVENUE N/O 6TH STREET,05/09/2016 12:00:00 AM,Mon,1640
ALTARIO STREET W/O GENDEL DRIVE,05/10/2016 12:00:00 AM,Tue,583
GENDEL DRIVE N/O ALTARIO STREET,05/10/2016 12:00:00 AM,Tue,2384
GENDEL DRIVE S/O ALTARIO STREET,05/10/2016 12:00:00 AM,Tue,3067
GENDEL DRIVE S/O ALTARIO STREET,05/10/2016 12:00:00 AM,Tue,3067
LA SEDA ROAD S/O ALTARIO STREET,05/10/2016 12:00:00 AM,Tue,3400
DENKER AVENUE S/O 122ND STREET,05/12/2016 12:00:00 AM,Thu,1021
DENKER AVENUE S/O 122ND STREET,05/13/2016 12:00:00 AM,Fri,1029
DENKER AVENUE S/O 122ND STREET,05/14/2016 12:00:00 AM,Sat,513
DENKER AVENUE S/O 122ND STREET,05/15/2016 12:00:00 AM,Sun,440
DOMINGUEZ HILLS DRIVE N/O PAULHAN STREET,05/16/2016 12:00:00 AM,Mon,1686
WESTSIDE DRIVE N/O OLYMPIC BOULEVARD,05/16/2016 12:00:00 AM,Mon,1890
83RD STREET E/O LOU DILLON AVENUE,05/16/2016 12:00:00 AM,Mon,2096
83RD STREET W/O LOU DILLON AVENUE,05/16/2016 12:00:00 AM,Mon,2096
BLANCHARD STREET W/O HICKS AVENUE,05/16/2016 12:00:00 AM,Mon,3557
SANTA ANITA AVENUE S/O CALAVERAS STREET,05/17/2016 12:00:00 AM,Tue,1244
RAMSDELL AVENUE S/O GERTRUDE AVENUE,05/17/2016 12:00:00 AM,Tue,1339
SANTA ANITA AVENUE N/O SACRAMENTO STREET,05/17/2016 12:00:00 AM,Tue,1647
AVENUE M-8 W/O 47TH STREET WEST,05/17/2016 12:00:00 AM,Tue,2321
AVENUE M-8 E/O 47TH STREET WEST,05/17/2016 12:00:00 AM,Tue,2391
RAMSDELL AVENUE S/O LOS OLIVOS LANE,05/17/2016 12:00:00 AM,Tue,4020
RAMSDELL AVENUE S/O PROSPECT AVENUE,05/17/2016 12:00:00 AM,Tue,5060
KARNS AVENUE N/O DON JULIAN ROAD,05/18/2016 12:00:00 AM,Wed,142
FOLKSTONE AVENUE S/O NOVAK STREET,05/18/2016 12:00:00 AM,Wed,685
TEGNER DRIVE W/O AMORY AVENUE,05/18/2016 12:00:00 AM,Wed,775
TEGNER DRIVE W/O TOLL DRIVE,05/18/2016 12:00:00 AM,Wed,1057
RUSH STREET S/O BURKETT ROAD,05/18/2016 12:00:00 AM,Wed,2239
ALTON WAY E/O CASTLEBURY PLACE,05/19/2016 12:00:00 AM,Thu,1014
ALTON WAY E/O BYRON PLACE,05/19/2016 12:00:00 AM,Thu,1486
ALTON WAY E/O CASTLEBURY PLACE,05/20/2016 12:00:00 AM,Fri,1125
ALTON WAY E/O BYRON PLACE,05/20/2016 12:00:00 AM,Fri,1620
ALTON WAY E/O CASTLEBURY PLACE,05/21/2016 12:00:00 AM,Sat,1062
ALTON WAY E/O BYRON PLACE,05/21/2016 12:00:00 AM,Sat,1475
ALTON WAY E/O CASTLEBURY PLACE,05/22/2016 12:00:00 AM,Sun,830
ALTON WAY E/O BYRON PLACE,05/22/2016 12:00:00 AM,Sun,1244
111TH PLACE W/O BUFORD AVENUE,05/31/2016 12:00:00 AM,Tue,736
105TH STREET E/O FREEMAN AVENUE,05/31/2016 12:00:00 AM,Tue,1113
110TH STREET E/O DENKER AVENUE,05/31/2016 12:00:00 AM,Tue,1814
FREEMAN AVENUE S/O 104TH STREET,05/31/2016 12:00:00 AM,Tue,3477
104TH STREET E/O FREEMAN AVENUE,05/31/2016 12:00:00 AM,Tue,4739
54TH STREET E/O RIMPAU BOULEVARD,05/31/2016 12:00:00 AM,Tue,7392
SAM GERRY DRIVE W/O ASHCOMB DRIVE,06/01/2016 12:00:00 AM,Wed,465
126TH STREET E/O SAN PEDRO STREET,06/01/2016 12:00:00 AM,Wed,1174
126TH STREET E/O SAN PEDRO STREET,06/01/2016 12:00:00 AM,Wed,1174
124TH STREET W/O WILLOWBROOK AVENUE (W),06/01/2016 12:00:00 AM,Wed,3204
BOX CANYON ROAD S/O IDA WAY,06/01/2016 12:00:00 AM,Wed,4423
BOX CANYON ROAD E/O SUMAC ROAD,06/01/2016 12:00:00 AM,Wed,4542
BOX CANYON ROAD N/O CHAPARRAL ROAD,06/01/2016 12:00:00 AM,Wed,4593
BOX CANYON ROAD S/O IDA WAY,06/02/2016 12:00:00 AM,Thu,4871
BOX CANYON ROAD E/O SUMAC ROAD,06/02/2016 12:00:00 AM,Thu,5003
BOX CANYON ROAD N/O CHAPARRAL ROAD,06/02/2016 12:00:00 AM,Thu,5098
BOX CANYON ROAD S/O IDA WAY,06/03/2016 12:00:00 AM,Fri,4284
BOX CANYON ROAD E/O SUMAC ROAD,06/03/2016 12:00:00 AM,Fri,4385
BOX CANYON ROAD N/O CHAPARRAL ROAD,06/03/2016 12:00:00 AM,Fri,4475
BOX CANYON ROAD S/O IDA WAY,06/04/2016 12:00:00 AM,Sat,2493
BOX CANYON ROAD E/O SUMAC ROAD,06/04/2016 12:00:00 AM,Sat,2572
BOX CANYON ROAD N/O CHAPARRAL ROAD,06/04/2016 12:00:00 AM,Sat,2701
BOX CANYON ROAD S/O IDA WAY,06/05/2016 12:00:00 AM,Sun,1950
BOX CANYON ROAD E/O SUMAC ROAD,06/05/2016 12:00:00 AM,Sun,2018
BOX CANYON ROAD N/O CHAPARRAL ROAD,06/05/2016 12:00:00 AM,Sun,2107
DAWLEY AVENUE S/O DUBESOR STREET,06/06/2016 12:00:00 AM,Mon,375
NORTHSIDE DRIVE E/O GARFIELD AVENUE,06/06/2016 12:00:00 AM,Mon,727
BOX CANYON ROAD S/O IDA WAY,06/06/2016 12:00:00 AM,Mon,4003
BOX CANYON ROAD E/O SUMAC ROAD,06/06/2016 12:00:00 AM,Mon,4071
RUSH STREET N/O BURKETT ROAD,06/06/2016 12:00:00 AM,Mon,4117
BOX CANYON ROAD N/O CHAPARRAL ROAD,06/06/2016 12:00:00 AM,Mon,4184
OLIVERAS AVENUE S/O CALAVERAS STREET,06/07/2016 12:00:00 AM,Tue,82
COVINA HILLS ROAD S/O VIA VERDE (E),06/07/2016 12:00:00 AM,Tue,124
FRASER AVENUE S/O HUBBARD STREET,06/07/2016 12:00:00 AM,Tue,345
FRASER AVENUE N/O HUBBARD STREET,06/07/2016 12:00:00 AM,Tue,425
CALORA STREET W/O BANNA AVENUE,06/07/2016 12:00:00 AM,Tue,454
GLENLYN DRIVE E/O FAIRVALE AVENUE,06/07/2016 12:00:00 AM,Tue,521
LOTUS AVENUE N/O MILTON STREET,06/07/2016 12:00:00 AM,Tue,1158
LOTUS AVENUE N/O BRANDON STREET,06/07/2016 12:00:00 AM,Tue,1315
ORANGE AVENUE E/O EL ADOBE LANE,06/07/2016 12:00:00 AM,Tue,2106
COVINA HILLS ROAD N/O VIA VERDE (W),06/07/2016 12:00:00 AM,Tue,3955
BOX CANYON ROAD S/O IDA WAY,06/07/2016 12:00:00 AM,Tue,4327
BOX CANYON ROAD E/O SUMAC ROAD,06/07/2016 12:00:00 AM,Tue,4443
BOX CANYON ROAD N/O CHAPARRAL ROAD,06/07/2016 12:00:00 AM,Tue,4543
COVINA HILLS ROAD S/O VIA VERDE (E),06/08/2016 12:00:00 AM,Wed,111
